,location account #,business name,dba name,street address,city,location description,mailing address,mailing city,mailing zip code,naics,primary naics description,council district,location start date,location end date,location,zip_code
5566,0002948791-0001-5,88 HACHI HACHI CORPORATION,KATSU-YA DELIVERY,11928   VENTURA BLVD,studio city,11928 VENTURA 91604-2606,15819   STAGG STREET,VAN NUYS,91406-1922,722110,Full-service restaurants,4,12/13/2016,,"(34.1429, -118.3919)",91604
5567,0002946573-0001-6,"STERLING + OAK, INC.",MH ZH,3536 W SUNSET BLVD,los angeles,3536 SUNSET 90026-2106,1609   MALTMAN AVENUE   REAR #1/2,LOS ANGELES,90026-1021,722110,Full-service restaurants,13,10/01/2016,,"(34.0893, -118.2769)",90026
5568,0002653479-0001-3,FRESH POTATO FACTORY INC,,9420 RESEDA BLVD SUITE #6,northridge,9420 RESEDA 91324-6026,6314 Van Nuys #223,Van Nuys,91401-2625,722110,Full-service restaurants,12,01/07/2013,,"(34.2413, -118.536)",91324
5569,0002943878-0001-1,R & S STAR INC,AL ITALIANO,23701   ROSCOE BLVD,canoga park,23701 ROSCOE 91304-3041,,,,722110,Full-service restaurants,12,11/09/2016,,"(34.2196, -118.6451)",91304
5570,0000041352-0001-3,MAYABEQUE INC,VERSAILLES ONE,17410 VENTURA BLVD,encino,17410 VENTURA 91316-3827,,,,722110,Full-service restaurants,4,10/01/1992,,"(34.1611, -118.5117)",91316
5571,0002977696-0001-1,BOTTLEFISH I LLC,BOTTLEFISH,9454   WILSHIRE BLVD,beverly hills,9454 WILSHIRE 90212-2931,11677   SAN VICENTE BLVD   SUITE #200,LOS ANGELES,90049-5128,722110,Full-service restaurants,0,12/08/2016,,"(34.067, -118.3991)",90212
5572,0003055730-0001-9,TOP THAI CUISINE INC,,7333   RESEDA BLVD,reseda,7333 RESEDA 91335-3048,,,,722110,Full-service restaurants,3,05/17/2018,,"(34.204, -118.5364)",91335
5573,0002372215-0006-7,NUKI SUB INC,SUBWAY,1400 W PICO BLVD,los angeles,1400 PICO 90015-2463,10511   ASHTON AVENUE   #303,LOS ANGELES,90024-5193,722110,Full-service restaurants,1,04/15/2016,,"(34.0431, -118.2743)",90015
5574,0002909754-0001-6,BLANCA SALAZAR DE LUCERO,RESTAURANTE EL TREBOL,3731 W PICO BLVD,los angeles,3731 PICO 90019-3451,,,,722110,Full-service restaurants,10,05/10/2016,,"(34.0476, -118.3221)",90019
5575,0003131014-0001-6,CHENG MING INC,,1011 W FLORENCE AVENUE,los angeles,1011 FLORENCE 90044-2441,1324 W CRUMLEY STREET,WEST COVINA,91790-3516,722110,Full-service restaurants,8,06/12/2019,,"(33.9748, -118.2922)",90044
5576,0003310871-0001-1,PRESTIGE MEDIA GROUP INC,HEARTS & FLAME,20134 Leadwell,winnetka,20134 LEADWELL 91306,20134 Leadwell,Winnetka,91306-3264,722110,Full-service restaurants,3,05/01/2022,,"(34.2029, 34.2029)",91306
5577,0002900946-0001-2,GEN NORTHRIDGE LP,GEN KOREAN BBQ HOUSE,10151   RESEDA BLVD,northridge,10151 RESEDA 91324-1454,11480   SOUTH STREET   #205,CERRITOS,90703-6645,722110,Full-service restaurants,12,11/23/2015,,"(34.2549, -118.5373)",91324
5578,0002928604-0001-5,ENTREE UP INC,TURNING FIRE,2146   COLORADO BLVD,los angeles,2146 COLORADO 90041-1242,,,,722110,Full-service restaurants,14,09/15/2016,,"(34.139, -118.2135)",90041
5579,0002394782-0001-6,"RUSSIAN DACHA CAFE, INC",,5338 LAUREL CANYON BLVD,valley village,5338 LAUREL CANYON 91607-2712,,,,722110,Full-service restaurants,2,10/17/2008,,"(34.1673, -118.3965)",91607
5580,0003102529-0001-1,LA RESTAURANT MUSEUM SQUARE INC,THE COUNTER,5779   WILSHIRE BLVD,los angeles,5779 WILSHIRE 90036-3603,5779 WILSHIRE BLVD,LOS ANGELES,90036-3603,722110,Full-service restaurants,5,02/20/2019,,"(34.0633, -118.3536)",90036
5581,0000160769-0001-2,HOME COOKING INC,PHILS DELI/PAMPAS GRILL,6333 W 3RD STREET UNIT #175E,los angeles,6333 3RD 90036-3191,POST OFFICE BOX #481145,LOS ANGELES,90048-9238,722110,Full-service restaurants,5,04/01/2000,,"(34.0713, -118.36)",90036
5582,0003013646-0001-1,Q LA INC,KING TERIYAKI BURGER,1825 W 6TH STREET,los angeles,1825 6TH 90057-3101,,,,722110,Full-service restaurants,1,10/26/2017,,"(34.0586, -118.2719)",90057
5583,0002907153-0001-8,KATHY CARLSON,SMOKE CIGNAL BBQ,8611 S WESTERN AVENUE,los angeles,8611 WESTERN 90047-3325,,,,722110,Full-service restaurants,8,04/26/2016,,"(33.9595, -118.3094)",90047
5584,0002946959-0001-9,AT ICON LLC,,9029   DE SOTO AVENUE,canoga park,9029 DE SOTO 91304-1968,,,,722110,Full-service restaurants,3,11/09/2016,,"(34.2345, -118.5888)",91304
5585,0002935894-0001-9,LODGE ROOM HP,,104 N AVENUE 56,los angeles,104 AVENUE 56 90042-4112,2202 S FIGUEROA STREET   #522,LOS ANGELES,90007-2049,722110,Full-service restaurants,1,02/29/2016,,"(34.1091, -118.1946)",90042
5586,0002929194-0001-4,KAREN C GABALES / NICOLAS JASON G VERGARA,FEED YOUR APPETITE,6228   FULTON AVENUE   UNIT #301,van nuys,6228 FULTON 91401-2555,,,,722110,Full-service restaurants,2,01/16/2014,,"(34.1839, -118.4222)",91401
5587,0003158822-0001-0,LEE & TAK 2000 INC,LALA SUSHI,12415 VENTURA BLVD,studio city,12415 VENTURA 91604-2407,,,,722110,Full-service restaurants,4,11/20/2019,,"(34.1431, -118.4036)",91604
5588,0003114614-0001-4,"K.C. OF HOLLYWOOD, INC.",THE KICKIN' CRAB,6122 W SUNSET BLVD,los angeles,6122 SUNSET 90028,15211   BUCKNELL CIRCLE,WESTMINSTER,92683-6213,722110,Full-service restaurants,13,03/01/2019,,"(34.0979, -118.3227)",90028
5589,0003164823-0001-1,SUDACHI AMERICA CORPORATION,,10118 RIVERSIDE DRIVE,toluca lake,10118 Riverside 91602-2518,,,,722110,Full-service restaurants,2,11/14/2017,,"(34.1519, -118.3513)",91602
5590,0003103662-0001-0,TAKAYAMA GROUP INC,SUSHI GO 55,333 S ALAMEDA STREET,los angeles,333 ALAMEDA 90013-1740,,,,722110,Full-service restaurants,14,02/12/2019,,"(34.0444, -118.2382)",90013
5591,0003076562-0001-2,JINYA ENCINO INC,JINYA RAMEN BAR,17237   VENTURA BLVD,encino,17237 VENTURA 91316,3334   BURTON AVENUE,BURBANK,91504-3105,722110,Full-service restaurants,4,06/01/2019,,"(34.1611, -118.5081)",91316
5592,0000016359-0001-2,EL JAY CORP,C & O TRATTORIA,31 WASHINGTON BLVD,marina del rey,31 WASHINGTON 90292-5123,3016 Washington,Marina Del Rey,90292-5549,722110,Full-service restaurants,11,10/01/1992,,"(33.9793, -118.4663)",90292
5593,0002917510-0001-9,MARSHAWN WILLIAMS,GRILLED FRAICHE 2,5800   WEST BLVD,los angeles,5800 WEST 90043-3023,14817 S DENKER AVENUE,GARDENA,90247-2818,722110,Full-service restaurants,8,06/27/2016,,"(33.9887, -118.3349)",90043
5594,0002888839-0001-8,TAE HWA JOO,JAEBUDO,474 N WESTERN AVENUE,los angeles,474 WESTERN 90004-2604,,,,722110,Full-service restaurants,10,01/21/2018,,"(34.0797, -118.3088)",90004
5595,0003078416-0001-9,JAK KA PAT THAI RESTAURANT LLC,,11363   RIVERSIDE DRIVE,north hollywood,11363 RIVERSIDE 91602-1268,11363   RIVERSIDE DRIVE,NORTH HOLLYWOOD,91602-1268,722110,Full-service restaurants,2,10/01/2018,,"(34.1573, -118.3782)",91602
5596,0003065370-0001-7,"KREATION ORGANIC., INC",KREATION & BRENTWOOD,11754   SAN VICENTE BLVD,los angeles,11754 SAN VICENTE 90049-5010,25324   FRAMPTON AVENUE   BUILDING,HARBOR CITY,90710-2903,722110,Full-service restaurants,11,10/01/2018,,"(34.0528, -118.4679)",90049
5597,0003082243-0001-2,SINGHAS LLC,,20310   CLARK STREET,woodland hills,20310 CLARK 91367-5506,20310   CLARK STREET,WOODLAND HILLS,91367-5506,722110,Full-service restaurants,3,05/16/2018,,"(34.1712, -118.5754)",91367
5598,0003307573-0001-0,JINLING TASTE COMPANY LTD.,CHINA IN THE BOX,5528 York,los angeles,5528 YORK 90042,5528 York,Los Angeles,90042-2404,722110,Full-service restaurants,14,04/01/2022,,"(34.1194, 34.1194)",90042
5599,0000489697-0001-1,SRMR ENTERPRISE INC,,8650 LINDLEY AVENUE,northridge,8650 LINDLEY 91325-3318,,,,722110,Full-service restaurants,12,07/29/1997,,"(34.2276, -118.5273)",91325
5600,0002705055-0001-3,WANPING LIU,HAPPY TUESDAY,1883 DALY STREET BUILDING #102,los angeles,1883 DALY 90031-3389,9030 FREMONT AVENUE,MONTCLAIR,91763-1503,722110,Full-service restaurants,14,06/10/2014,,"(34.0654, -118.2153)",90031
5601,0003046047-0001-8,MAVIE HEALTH LLC,,343 N LA BREA AVENUE   SUITE #106,los angeles,345 LA BREA 90036-2573,3338 E SHORE DRIVE,SEATTLE,98112-2328,722110,Full-service restaurants,5,06/01/2018,,"(34.0774, -118.3444)",90036
5602,0002724630-0001-8,DAVE & BUSTERS OF CALIFORNIA INC,DAVE & BUSTER'S,6081 CENTER DRIVE UNIT #118,los angeles,6081 CENTER 90045-8831,1221 S BELT LINE ROAD SUITE #500,COPPELL,75019-4957,722110,Full-service restaurants,11,01/01/2014,,"(33.9781, -118.393)",90045
5603,0002628865-0001-1,CACTUS MEXICAN GRILL INC,CACTUS MEXICAN GRILL,16060 VENTURA BLVD #103,encino,16060 VENTURA 91436-4421,,,,722110,Full-service restaurants,4,07/31/2012,,"(34.1562, -118.4828)",91436
5604,0003009730-0001-6,JACOB NGUYEN,SERALIGHT,5757   WILSHIRE BLVD   SUITE #102,los angeles,5757 WILSHIRE 90036-3688,700 N VALLEY STREET   #B,ANAHEIM,92801-3824,722110,Full-service restaurants,5,10/15/2017,,"(34.0633, -118.3536)",90036
5605,0000041726-0020-0,YOSHINOYA AMERICA INC,YOSHINOYA BEEF BOWL RESTAURANT #1219,642 S ALVARADO STREET,los angeles,642 ALVARADO 90057-3303,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,1,02/04/1997,,"(34.0581, -118.2757)",90057
5606,0000476774-0001-0,ASANEBO CORP,ASANEBO,11941 VENTURA BLVD,studio city,11941 VENTURA 91604-2607,,,,722110,Full-service restaurants,4,06/19/1997,,"(34.143, -118.3916)",91604
5607,0003008567-0001-5,JAIME A. AGUILAR & JANET A. CANALES,ROBERTO'S RESTAURANT,1501 E PACIFIC COAST HIGHWAY,wilmington,1501 PACIFIC COAST 90744-2816,1501 E COLON STREET,WILMINGTON,90744-2206,722110,Full-service restaurants,15,08/01/2017,,"(33.7913, -118.2452)",90744
5608,0003097505-0001-4,DHAKA ENTERPRISE LLC,INDIMEX EATS HOLLYWOOD,1106 N CAHUENGA BLVD,los angeles,1106 CAHUENGA 90038-1602,,,,722110,Full-service restaurants,13,01/22/2019,,"(34.0911, -118.3287)",90038
5609,0002828947-0002-1,ROGELIO C MURO,,111 N PACIFIC AVENUE,san pedro,111 PACIFIC 90731-2037,,,,722110,Full-service restaurants,15,04/01/2015,,"(33.7436, -118.2882)",90731
5610,0003077797-0001-0,DFT GROUP,MIHO SUSHI,18373   VENTURA BLVD,tarzana,18373 VENTURA 91356,18373   VENTURA BLVD,TARZANA,91356-4218,722110,Full-service restaurants,3,09/01/2018,,"(34.1684, -118.5337)",91356
5611,0003120199-0001-2,BBQ CHOICE INC,,12510   VANOWEN STREET,north hollywood,12510 VANOWEN 91605-5320,,,,722110,Full-service restaurants,2,04/18/2019,,"(34.1936, -118.4057)",91605
5612,0000573168-0001-9,KENNY I CHUNG,DAILY DONUTS,17707 SATICOY STREET,reseda,17707 SATICOY 91335-3350,,,,722110,Full-service restaurants,4,11/07/2002,,"(34.2084, -118.5191)",91335
5613,0000739852-0001-4,COMBO'S PIZZA INC,COMBOS NEW YORK STYLE PIZZA,6338 HOLLYWOOD BLVD,los angeles,6338 HOLLYWOOD 90028-6303,18025 Rayen,Sherwood Forest,91325-2835,722110,Full-service restaurants,13,01/01/1989,,"(34.1016, -118.328)",90028
5614,0002661667-0001-9,"OECY CO., INC.",TAKARA RAMEN BAR,7300 W SUNSET BLVD SUITE #A,los angeles,7300 SUNSET 90046-3429,7300 W SUNSET BLVD SUITE #A,LOS ANGELES,90046-3429,722110,Full-service restaurants,13,03/01/2013,,"(34.098, -118.3495)",90046
5615,0000737826-0001-7,11 VENTURA LLC,LAUREL TAVERN,11938 VENTURA BLVD,studio city,11938 VENTURA 91604-2606,,,,722110,Full-service restaurants,4,03/01/2003,,"(34.1431, -118.3918)",91604
5616,0000551412-0001-1,MARIA G VALENCIA,GRACIELAS RESTAURANTE,2553 W PICO BLVD,los angeles,2553 PICO 90006-4012,,,,722110,Full-service restaurants,1,01/01/2006,,"(34.0472, -118.2936)",90006
5617,0003077112-0001-9,SB & H GROUP INC,CHADOLPOONG.USA,3470 W 6TH STREET   UNIT #3,los angeles,3470 6TH 90020-2556,3470 W 6TH STREET   UNIT #3,LOS ANGELES,90020-2556,722110,Full-service restaurants,10,09/19/2018,,"(34.0631, -118.2975)",90020
5618,0003103390-0001-7,ESTHER O IKUYAJESIN,ADUKE AFRICAN CUISINE AND CATERING SERVICES,6118 W PICO BLVD,los angeles,6118 PICO 90035-2517,,,,722110,Full-service restaurants,5,02/12/2019,,"(34.0527, -118.3746)",90035
5619,0003092835-0001-3,MARIA GUADALUPE BARAJAS,YEYAS RESTAURANT,1816 E 1ST STREET,los angeles,1816 1ST 90033-3411,,,,722110,Full-service restaurants,14,01/01/2019,,"(34.0471, -118.2191)",90033
5620,0002904075-0001-4,JULIEMAR CORP,MARISCOS MARIA #1,5640 W ADAMS BLVD,los angeles,5640 ADAMS 90016-2526,,,,722110,Full-service restaurants,10,02/01/2016,,"(34.0322, -118.3663)",90016
5621,0002508179-0007-7,110 SUNSHINE SMOOTHIES INC,DRNK/ QUENCH HOLLYWOOD,6848 W SUNSET BLVD,los angeles,6848 SUNSET 90028-7008,800 S Figueroa #925,Los Angeles,90017-2609,722110,Full-service restaurants,13,07/01/2010,,"(34.0979, -118.3395)",90028
5622,0000657898-0001-9,PERSEPOLIS FAST FOOD INC,PERSEPOL'S PIZZA & SUBS,6900 RESEDA BLVD #G,reseda,6900 RESEDA 91335-4272,,,,722110,Full-service restaurants,4,03/01/2002,,"(34.1956, -118.536)",91335
5623,0003119612-0001-1,CHAN RESTAURANT GROUP,TOP BEIJING CHINESE FOOD,649 E MANCHESTER AVENUE,los angeles,649 MANCHESTER 90001-3630,,,,722110,Full-service restaurants,9,05/01/2019,,"(33.9604, -118.2632)",90001
5624,0000174102-0002-3,STARBUCKS CORPORATION,STARBUCKS COFFEE #14629,8000 W SUNSET BLVD UNIT #B-110,los angeles,8000 SUNSET 90046-2442,POST OFFICE BOX #34442,SEATTLE,98124-1442,722110,Full-service restaurants,13,12/05/2008,,"(34.098, -118.3644)",90046
5625,0003286528-0005-5,"ANGEL CITY BELL, LLC",TACO BELL #39801,15651 SHERMAN WAY,van nuys,15651 SHERMAN 91406-4134,120 S CENTRAL AVENUE UNIT #400,SAINT LOUIS,63105-1705,722110,Full-service restaurants,6,12/01/2021,,"(34.2015, -118.4746)",91406
5626,0002788890-0001-3,FOR EVE DINING INC,CALIFORNIA DINING SERVICES,425 S PALOS VERDES STREET,san pedro,425 PALOS VERDES 90731-3309,,,,722110,Full-service restaurants,15,12/01/2014,,"(33.7399, -118.2813)",90731
5627,0002453272-0001-4,CATALINA TORRES,SABOR MEXICANA RESTAURANT,1151   VENICE BLVD,los angeles,1151 VENICE 90015-3245,,,,722110,Full-service restaurants,1,08/01/2009,,"(34.0424, -118.2806)",90015
5628,0000087209-0001-8,J S MULTANI & SONS INC.,TAJ PALACE,15200 W SUNSET BLVD #112,pacific palisades,15200 SUNSET 90272-3620,,,,722110,Full-service restaurants,11,10/03/2003,,"(34.0461, -118.5242)",90272
5629,0002935811-0001-6,APURO NEXT USA INC,KOCHI,408 N LA CIENEGA BLVD,los angeles,408 LA CIENEGA 90048-0000,9831   REGENT STREET,LOS ANGELES,90034-5107,722110,Full-service restaurants,5,10/01/2016,,"(34.0784, -118.3762)",90048
5630,0003078977-0001-6,"TILDA, LLC",TILDA,1507   ECHO PARK AVENUE,los angeles,1507 ECHO PARK 90026-2645,1461   ECHO PARK AVENUE,LOS ANGELES,90026-3331,722110,Full-service restaurants,13,07/20/2018,,"(34.0802, -118.2555)",90026
5631,0000318943-0001-1,MICHAEL A PIPKINS,M & M SOUL FOOD/AFFLUENT SET LIMITED,5974 S BROADWAY,los angeles,5974 BROADWAY 90003-1145,,,,722110,Full-service restaurants,9,05/10/1997,,"(33.9855, -118.2783)",90003
5632,0003064789-0001-7,KOREAN BBQ INC,,361 S WESTERN AVENUE   #101,los angeles,361 WESTERN 90020-3804,,,,722110,Full-service restaurants,10,06/01/2018,,"(34.0674, -118.3095)",90020
5633,0002893917-0001-0,MAGGY ENTERTAINMENT LLC,AZURE RESTAURANT,22458   VENTURA BLVD,woodland hills,22458 VENTURA 91364-1523,5557 Reseda #D,Tarzana,91356-2693,722110,Full-service restaurants,3,05/01/2016,,"(34.1678, -118.6164)",91364
5634,0002733054-0001-3,RABIANGBOON INC,BOONARUNEE THAI HOUSE,240 N VIRGIL AVENUE   SUITE #1,los angeles,240 VIRGIL 90004-5293,,,,722110,Full-service restaurants,13,03/01/2014,,"(34.076, -118.2863)",90004
5635,0000443938-0001-9,MANDARIN ISLAND CALIFORNIA INC,MANDARIN ISLAND CHINESE RESTAURANT,15446 DEVONSHIRE STREET,mission hills,15446 DEVONSHIRE 91345-2619,,,,722110,Full-service restaurants,7,05/01/1997,,"(34.2573, -118.4688)",91345
5636,0002906591-0001-9,NEW CATHAY 88 INC,,4511 W PICO BLVD,los angeles,4511 PICO 90019-4233,,,,722110,Full-service restaurants,10,03/08/2016,,"(34.0488, -118.334)",90019
5637,0003305881-0001-4,ASHAYER,,6310 Van Nuys,van nuys,6310 VAN NUYS 91401,6310 Van Nuys,Van Nuys,91401-2610,722110,Full-service restaurants,6,03/20/2022,,"(34.1849, 34.1849)",91401
5638,0002974748-0001-9,MADISON FAITH INC,MADISON'S CAFE,12515   BURBANK BLVD,north hollywood,12515 BURBANK 91607-1503,2117 N LAMER STREET,BURBANK,91504-2716,722110,Full-service restaurants,2,03/16/2017,,"(34.1724, -118.4059)",91607
5639,0000042291-0001-2,KINKAI CORP,SUSHI DAN,11056 VENTURA BLVD,studio city,11056 VENTURA 91604-3546,,,,722110,Full-service restaurants,4,11/01/2003,,"(34.1409, -118.3715)",91604
5640,0000041726-0023-4,YOSHINOYA AMERICA INC,YOSHINOYA RESTAURANT,12850 SHERMAN WAY,n hollywood,12850 SHERMAN 91605-5033,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,2,07/16/2001,,"(34.2012, -118.4127)",91605
5641,0003056853-0001-5,MICHELLE SUY,FOODLAND CHINESE FAST FOOD,739 S UNION AVENUE,los angeles,739 UNION 90017-2115,,,,722110,Full-service restaurants,1,05/24/2018,,"(34.0528, -118.2723)",90017
5642,0000130776-0001-3,FARSHID BEHZADIAN,CARMEL CAFE,16311 VENTURA BLVD #200,encino,16311 VENTURA 91436-4308,,,,722110,Full-service restaurants,4,09/20/2004,,"(34.157, -118.4882)",91436
5643,0002943025-0001-4,KEVORK BILAMEJIAN,MIMA'S,628   ST VINCENT COURT,los angeles,628 ST VINCENT 90014-1948,,,,722110,Full-service restaurants,14,11/02/2016,,"(34.0458, -118.2536)",90014
5644,0003246297-0001-3,"STUDIO CITY WINE, LLC",VINTAGE,12023   VENTURA BLVD,studio city,12023 VENTURA 91604,12430   RIVERSIDE DRIVE,VALLEY VILLAGE,91607-3510,722110,Full-service restaurants,4,04/10/2021,,"(34.1439, -118.3943)",91604
5645,0002983919-0001-8,JAOPAYA THAI CUISINE,JAOPAYA THAI CUISINE,7321   RESEDA BLVD,reseda,7321 RESEDA 91335,9357   FLORA VISTA STREET,BELLFLOWER,90706-3500,722110,Full-service restaurants,3,05/01/2017,,"(34.2036, -118.5364)",91335
5646,0000396803-0001-5,LALA'S STUDIO CITY INC,,11935 VENTURA BLVD,studio city,11935 VENTURA 91604-2607,,,,722110,Full-service restaurants,4,01/01/2001,,"(34.143, -118.3915)",91604
5647,0002902075-0002-8,CALIFORNIA FIESTA TAMALE INC,CALIFORNIA TAMALE HOUSE,7622   RESEDA BLVD,reseda,7622 RESEDA 91335-2822,,,,722110,Full-service restaurants,4,11/11/2017,,"(34.209, -118.5359)",91335
5648,0000219363-0001-1,EL COMPADRE INC,EL COMPADRE RESTAURANT,7408 W SUNSET BLVD,los angeles,7408 SUNSET 90046-3404,7408 W SUNSET BLVD,LOS ANGELES,90046-3404,722110,Full-service restaurants,13,03/01/1976,,"(34.098, -118.3518)",90046
5649,0003105230-0001-1,NOHO FABRICA INC,SAINT ANNE'S RESTAURANT & BAR,11102   MAGNOLIA BLVD,north hollywood,11102 MAGNOLIA 91601-3812,,,,722110,Full-service restaurants,2,02/19/2019,,"(34.1646, -118.3726)",91601
5650,0002852633-0002-0,NRV EATERIES,BAJA FRESH LOS TOLUCA LAKE,10760 RIVERSIDE DRIVE,toluca lake,10760 RIVERSIDE 91602-2313,13886 PLUMROSE PLACE,CHINO HILLS,91709-5935,722110,Full-service restaurants,2,09/02/2015,,"(34.1522, -118.3659)",91602
5651,0002918209-0001-9,"CATCH OF LA OPERATING COMPANY, LLC",CATCH LA,8715   MELROSE AVENUE,west hollywood,8715 MELROSE 90069-5051,1510   WEST LOOP S,HOUSTON,77027-9505,722110,Full-service restaurants,0,09/01/2016,,"(34.0813, -118.3837)",90069
5652,0003199192-0001-1,EAU MAINICHI INC,MAINICHI RAMEN,5168   WILSHIRE BLVD,los angeles,5168 WILSHIRE 90036,,,,722110,Full-service restaurants,5,06/11/2020,,"(34.0619, -118.3426)",90036
5653,0003260443-0001-2,HORSES HOLDINGS LLC,HORSES,7617 W SUNSET BLVD,los angeles,7617 SUNSET 90046-2714,7617 W SUNSET BLVD,LOS ANGELES,90046-2714,722110,Full-service restaurants,13,04/08/2021,,"(34.0982, -118.3554)",90046
5654,0002273410-0001-1,WANTON GROUP SC LLC,CHIN CHIN RESTAURANTS,12215 VENTURA BLVD SUITE #203,studio city,12215 VENTURA 91604-2533,12100 W WASHINGTON BLVD,LOS ANGELES,90066-5502,722110,Full-service restaurants,4,02/26/2007,,"(34.1432, -118.3985)",91604
5655,0002053046-0001-3,REBELINO FLORES,,1049 S GRANDE VISTA AVENUE,los angeles,1049 GRANDE VISTA 90023-2235,1127 1/2 S GRANDE VISTA AVENUE,LOS ANGELES,90023-2949,722110,Full-service restaurants,14,07/04/2005,,"(34.0263, -118.2066)",90023
5656,0003054193-0001-8,SHIN SUSHI CORPORATION,,16573   VENTURA BLVD   SUITE #14,encino,16573 VENTURA 91436,16573   VENTURA BLVD   SUITE #14,ENCINO,91436-2033,722110,Full-service restaurants,4,06/01/2018,,"(34.1579, -118.4943)",91436
5657,0002937465-0001-4,JUNG LIM CORPORATION,,14813 S WESTERN AVENUE,gardena,14813 WESTERN 90249-3309,,,,722110,Full-service restaurants,0,09/01/2015,,"(33.8969, -118.3095)",90249
5658,0002811254-0001-8,EQUAFOODS CORPORATION,EL CASERIO RESTAURANT,401 SILVER LAKE BLVD,los angeles,401 SILVER LAKE 90026-3701,401 SILVER LAKE BLVD,LOS ANGELES,90026-3701,722110,Full-service restaurants,13,04/01/2015,,"(34.0776, -118.2803)",90026
5659,0003020004-0001-3,BONITA NONGLUK,AUTHENTIC THAI CAFE,2242  1/4   FAIR PARK AVENUE,los angeles,2242 FAIR PARK 90041-1910,,,,722110,Full-service restaurants,14,11/15/2017,,"(34.1363, -118.2165)",90041
5660,0003018153-0004-1,HAFA MANAGEMENT CORP,MCDONALD'S # 605,7045   VAN NUYS BLVD,van nuys,7045 VAN NUYS 91405-3003,42913   CAPITAL DRIVE   UNIT #106,LANCASTER,93535-4556,722110,Full-service restaurants,6,11/01/2017,,"(34.1989, -118.4492)",91405
5661,0002740669-0001-3,UMAMI RESTAURANT GROUP LLC,"UMAMI BURGER, UMAMI GROUP",5900 WILSHIRE BLVD FLOOR #30TH,los angeles,5900 WILSHIRE 90036-5013,9247 ALDEN DRIVE,BEVERLY HILLS,90210-3703,722110,Full-service restaurants,5,06/03/2011,,"(34.0625, -118.3578)",90036
5662,0000469319-0001-3,TACOS EL GAVILAN INC,,1900 S CENTRAL AVENUE,los angeles,1900 CENTRAL 90011-1233,5182   MALABAR STREET,VERNON,90058-3536,722110,Full-service restaurants,9,10/24/1997,,"(34.0244, -118.2505)",90011
5663,0002406768-0001-9,PHOENICIAN ENTERPRISES CORP,SHARKY'S WOODFIRED MEXICAN GRILL,10119 RIVERSIDE DRIVE,toluca lake,10119 RIVERSIDE 91602-2517,,,,722110,Full-service restaurants,2,05/15/2008,,"(34.1522, -118.3513)",91602
5664,0003069736-0001-1,THANISA UPARVONG,CAJUN SEAFOOD HOUSE,5267   HOLLYWOOD BLVD,los angeles,5267 HOLLYWOOD 90027-4912,,,,722110,Full-service restaurants,13,08/01/2018,,"(34.1024, -118.3057)",90027
5665,0002254782-0001-5,THE QUINTESSENTIAL GROUP LLC,SYCAMORE TAVERN | THE HAPPY ENDING BAR & RESTAURANT,7038 W SUNSET BLVD,los angeles,7038 SUNSET 90028-7521,3143   DONA SARITA PLACE,STUDIO CITY,91604-4345,722110,Full-service restaurants,13,07/14/2007,,"(34.0979, -118.3427)",90028
5666,0002266729-0002-4,RODRIGO JUAREZ REYES,SOLAR FOOD,5425 RUSSELL AVENUE APT #22,los angeles,5425 RUSSELL 90027-3528,,,,722110,Full-service restaurants,4,08/06/2009,,"(34.1041, -118.3077)",90027
5667,0000444174-0001-7,ROSENDO CAMACHO,EL PROGRESO SUPERMARKET # 1,19047 PARTHENIA STREET,northridge,19047 PARTHENIA 91324-3727,8800 KESTER AVENUE #114,PANORAMA CITY,91402-2134,722110,Full-service restaurants,12,04/16/1997,,"(34.2282, -118.5476)",91324
5668,0002775381-0001-5,WOKCANO CRESCENT LLC,,8000 W SUNSET BLVD SUITE #A110,los angeles,8000 SUNSET 90046-2439,8000 W SUNSET BLVD   #A110,LOS ANGELES,90046-2432,722110,Full-service restaurants,13,09/29/2014,,"(34.098, -118.3644)",90046
